Determinante,Subdeterminante,Nome do indicador,Fonte,Unidade de medida,Período,Mafra,Bela Vista do Toldo,Canoinhas,Irineópolis,Itaiópolis,Major Vieira,Monte Castelo,Papanduva,Porto União, Três Barras,São Paulo,Rio de Janeiro,Brasília,Salvador,Fortaleza,Belo Horizonte,Manaus,Curitiba,Recife,Goiânia,Belém,Porto Alegre,Guarulhos,Campinas,São Luís,São Gonçalo,Maceió,Duque de Caxias,Campo Grande,Natal,Teresina,São Bernardo do Campo,João Pessoa,Nova Iguaçu,São José dos Campos,Santo André,Ribeirão Preto,Jaboatão dos Guararapes,Uberlândia,Osasco,Sorocaba,Contagem,Aracaju,Feira de Santana,Cuiabá,Joinville,Aparecida de Goiânia,Londrina,Juiz de Fora,Porto Velho,Ananindeua,Serra,Caxias do Sul,Macapá,Niterói,Florianópolis,Belford Roxo,Campos dos Goytacazes,Vila Velha,Mauá,São João de Meriti,São José do Rio Preto,Mogi das Cruzes,Betim,Boa Vista,Maringá,Santos,Diadema,Jundiaí,Rio Branco,Montes Claros,Campina Grande,Piracicaba,Carapicuíba,Anápolis,Olinda,Cariacica,Bauru,Itaquaquecetuba,São Vicente,Vitória,Caruaru,Caucaia,Blumenau,Petrolina,Ponta Grossa,Franca,Canoas,Pelotas,Vitória da Conquista,Ribeirão das Neves,Uberaba,Paulista,Praia Grande,Cascavel,São José dos Pinhais,Guarujá,Taubaté,Palmas,Limeira,Camaçari,Santarém,Petrópolis,Mossoró,Suzano,Taboão da Serra,Várzea Grande,Sumaré,Marabá,Gravataí,Santa Maria
Inovação,Outputs,Tamanho das Empresas TIC,RAIS (ME),% empresas,2020,0,0,0,0,0,0,"0,00",0,0,0,"2,50%","1,84%","1,75%","1,45%","1,73%","2,15%","2,07%","2,11%","2,19%","1,57%","1,39%","2,36%","0,89%","2,07%","1,21%","0,92%","1,44%","1,02%","1,49%","1,73%","1,37%","1,87%","1,45%","0,99%","1,97%","1,55%","1,65%","0,87%","1,68%","1,48%","1,30%","0,90%","1,50%","1,35%","1,83%","2,18%","1,26%","1,70%","1,48%","0,99%","1,32%","1,28%","1,89%","1,09%","1,55%","2,95%","0,89%","1,07%","1,61%","0,92%","0,59%","1,76%","1,10%","0,62%","1,15%","2,09%","1,11%","1,05%","2,00%","0,77%","1,41%","1,18%","0,99%","0,83%","1,02%","1,90%","0,97%","1,80%","0,47%","0,81%","2,38%","1,05%","1,08%","2,92%","1,04%","1,18%","1,04%","1,57%","1,61%","1,07%","0,67%","0,83%","1,12%","0,62%","1,34%","1,05%","0,60%","1,00%","1,50%","1,16%","0,88%","0,79%","1,35%","1,05%","0,87%","1,18%","0,80%","0,68%","1,14%","1,11%","1,55%"
Inovação,Outputs,Índice de Outputs,,,,0,0,0,0,0,0,"0,00",0,0,0,"7,5726","6,9329","6,0179","5,9102","6,1296","7,0227","6,4165","7,3425","6,7965","6,0474","5,8265","7,1335","5,8163","7,6132","5,8583","4,8201","6,1062","5,7163","6,1861","6,1081","5,4205","6,732","6,9348","5,0839","7,1334","6,3487","6,5468","4,8331","6,3161","6,0529","6,3349","5,6402","6,3326","5,3655","6,0552","7,5702","5,6136","6,5968","5,7819","5,6876","4,9846","5,4336","8,8931","5,4639","6,026","7,7731","4,7303","5,5534","5,7149","6,2657","4,8271","6,9872","5,6826","5,8902","5,1718","7,0424","5,0322","7,4445","6,7373","4,8759","5,2597","8,2157","6,061","6,0539","5,3714","5,9997","4,8676","6,3896","5,8082","4,6295","7,3988","5,0014","5,2817","8,1658","4,9993","5,5932","5,793","6,3974","6,6418","4,9723","4,4121","5,5412","4,9272","3,8699","6,5629","6,1014","4,0354","5,5657","5,9248","9,669","5,852","4,4711","5,3902","5,2692","5,4556","6,3724","4,8539","5,2688","4,9044","5,7507","6,6176"
Ambiente Regulatório,Tempo de Processos,Taxa de Congestionamento em Tribunais,CNJ,% de processos,2021,86.80,0,86.98,0,84.55,0,"0,00",92.71,87.92,0,"96,21%","96,41%","96,33%","96,42%","95,91%","94,03%","96,81%","96,61%","96,76%","84,57%","98,05%","95,99%","98,41%","98,63%","95,35%","98,19%","96,89%","94,19%","96,79%","95,57%","97,04%","98,11%","93,71%","98,25%","97,28%","97,70%","97,81%","92,80%","95,37%","98,67%","98,82%","95,49%","94,80%","96,57%","94,35%","95,96%","89,82%","97,59%","95,97%","94,24%","97,04%","96,57%","96,30%","94,79%","97,47%","94,20%","98,61%","95,89%","96,63%","98,69%","98,74%","98,27%","98,48%","95,14%","93,34%","97,66%","98,38%","98,86%","97,56%","96,00%","95,11%","93,44%","99,23%","98,48%","86,14%","95,64%","97,48%","97,90%","99,53%","99,52%","95,78%","96,43%","97,41%","96,99%","96,70%","97,77%","98,43%","97,48%","96,92%","97,68%","95,98%","93,86%","91,85%","99,04%","97,23%","97,58%","99,49%","98,50%","95,25%","98,06%","99,08%","96,05%","97,76%","96,40%","98,94%","98,82%","95,24%","98,98%","97,76%","97,54%","96,47%"
Ambiente Regulatório,Tempo de Processos,Tempo de Viabilidade de Localização,REDESIM,Horas médias,2021,0,0,0,0,0,0,"0,00",0,0,0,"0,18",0,"12,32","71,68","11,49","3,35","6,21","2,96","11,96","9,61","48,26","20,19","30,76","50,83","23,62","34,28","0,78","21,42","5,64","8,55","74,3","15,26","13,68","21,91","2,32","5,01","18,36","31,94","5,14","20,89","45,42","22,01","18,6","39,94","9,01","70,87","22,41","21,6","41,15","10,87","37,41","7,52","25,53","19,89","16,26","15,13","31,79","11,17","6,43","11,13","22,85",0,"25,97","12,46","13,55",0,"6,67","44,95",0,"10,49","28,21","16,26","13,01","21,06",0,"33,2","11,48","6,97","32,12","8,21","3,32","36,3","43,51","46,31","27,75","20,16","24,56","16,05","23,28","52,64","32,46","47,83","43,22","15,76","2,78","20,49","20,8","8,36","20,4","4,74","112,5","18,46","10,36","18,17","13,29",26,"13,81","70,2",23,"6,23","20,72"
Ambiente Regulatório,Tempo de Processos,"Tempo de Registro, Cadastro e Viabilidade de Nome",REDESIM,Horas médias,2021,0,0,0,0,0,0,"0,00",0,0,0,"37,68","34,74","25,75","53,97","49,73","41,92","26,24","17,68","45,13","13,93","28,99","43,17","37,68","37,68","26,27","34,74","35,16","34,74","27,43","28,99","24,46","37,68","62,27","34,74","37,68","37,68","37,68","45,13","41,92","37,68","37,68","41,92","9,95","53,97","25,37","11,32","13,93","17,68","41,92","30,15","28,99","19,2","43,17","30,73","34,74","11,32","34,74","34,74","19,2","37,68","34,74","37,68","37,68","41,92","21,81","17,68","37,68","37,68","37,68","49,32","41,92","62,27","37,68","37,68","13,93","45,13","19,2","37,68","37,68","37,68","19,2","45,13","49,73","11,32","45,13","17,68","37,68","43,17","43,17","53,97","41,92","41,92","45,13","37,68","17,68","17,68","37,68","37,68","36,84","37,68","53,97","28,99","34,74","28,99","37,68","37,68","25,37","37,68","28,99","43,17","43,17"
Ambiente Regulatório,Tempo de Processos,Índice de Tempo de Processos,,,,0,0,0,0,0,0,"0,00",0,0,0,"5,8667","11,056","6,1355","5,4897","5,6457","6,1611","6,0175","6,6291","5,5337","9,9017","5,655","5,7218","5,3375","5,2943","6,3151","5,4504","5,7207","6,2755","5,9707","6,1594","6,054","5,3979","5,9865","5,4386","5,5703","5,4817","5,4564","6,3738","5,8761","5,2867","5,2568","5,8472","8,3564","5,4599","6,569","7,7392","8,5849","6,4266","5,7466","6,3998","5,8562","6,4968","5,6576","6,2626","5,5944","8,1101","5,3684","5,9172","6,4841","5,2846","5,3425","5,3647","5,3251","5,9223","6,9852","6,4126","5,3464","5,2501","5,5068","5,632","5,9271","6,0442","5,178","5,3249","9,4894","5,7648","6,3115","5,44","5,1207","5,1232","6,6624","5,6016","5,338","7,5288","5,5462","6,3909","5,3335","5,4196","5,5321","5,2358","5,7457","6,1947","6,5861","5,2146","6,5034","6,4297","5,1277","5,3219","5,9994","5,4093","4,9598","6,0589","5,5371","5,9867","5,2358","5,2587","6,38","5,2264","5,7125","5,409","5,6246"
Infraestrutura,Transporte Interurbano,Número de Decolagens por Ano,ANAC,Decolagens por ano,2021,0,0,0,0,0,0,"0,00",0,0,0,36387,42453,38790,20480,13382,30048,10526,13739,30800,7909,11119,18869,83133,49496,4045,42453,6969,42453,3959,4193,3036,36387,4193,42453,11,36387,3320,30800,3771,36387,49496,30048,3461,20480,8574,1092,7909,2500,42453,2385,11119,9029,426,1724,42453,8633,42453,261,9029,36387,42453,2559,83133,30048,1259,2267,36387,36387,367,1319,1153,873,49496,36387,7909,30800,9029,593,83133,18,9029,408,13382,5505,1464,8,3320,18869,255,1491,30048,430,30800,18,959,13739,36387,11,1811,49496,20480,2031,42453,283,83133,36387,8574,49496,1048,18869,266
Infraestrutura,Transporte Interurbano,Conectividade Via Rodovias,Google Maps ,Rodovias,2022,2,2,3,1,2,1,"1,00",2,3,2,16,4,13,5,9,8,4,9,9,11,2,5,6,10,4,5,4,9,6,4,6,8,3,7,7,3,7,9,5,3,7,3,3,5,5,3,3,6,3,3,2,4,3,3,5,7,5,9,6,1,4,5,3,5,3,5,3,2,6,4,4,4,7,2,6,3,1,4,5,2,2,5,4,2,4,5,5,5,3,4,2,3,6,2,5,3,2,4,4,8,3,2,4,5,4,1,4,2,2,4,5
Infraestrutura,Transporte Interurbano,Distância ao Porto mais Próximo,MINFRA,Km,2022,186,269,290,246,210,263,"247,00",220,309,240,50,24,880,5,10,337,60,60,7,871,23,6,64,142,12,14,12,34,759,7,332,31,22,42,104,30,344,18,588,70,130,340,216,91,1142,31,853,325,131,54,18,18,100,87,7,70,30,150,20,36,24,472,45,334,698,402,10,44,106,504,539,128,205,72,889,7,18,347,56,20,118,120,38,46,480,144,395,17,19,205,351,517,14,24,474,47,6,119,944,187,38,80,54,33,39,63,1122,159,476,32,184
Infraestrutura,Transporte Interurbano,Índice de Transporte Urbano,,,,0,0,0,0,0,0,"0,00",0,0,0,"8,6528","6,5881","7,8509","8,2534","7,6379","5,8648","5,4715","6,59","8,6176","6,6625","5,4112","7,7903","7,6918","7,5711","6,1547","7,1732","6,2279","7,4708","5,5276","6,9132","5,526","7,1473","5,4704","6,9845","5,7416","6,1229","5,7394","7,5105","5,3202","5,8813","6,9565","4,8264","4,9343","5,8564","5,43","5,2254","5,0019","5,5134","5,9489","5,0835","5,5643","5,9272","4,9264","4,9779","8,079","6,0168","6,69","6,1257","6,272","5,6372","6,5881","5,2951","7,1527","5,2423","4,8386","5,2925","6,9684","5,7808","5,5406","5,0547","5,049","5,1175","6,9208","5,6687","5,6241","7,3719","5,3044","5,0479","7,5125","5,2159","4,9149","5,3201","5,6654","4,9949","5,0596","5,2924","5,3194","6,4227","5,4628","5,0958","4,6177","4,8242","7,0889","5,1102","5,2549","5,4028","7,6062","5,1034","5,0553","7,1343","5,6356","4,7907","6,2946","5,5955","7,4036","5,4863","5,2226","5,9006","4,6342","5,8654","5,2797"
Ambiente Regulatório,Tributação,Qualidade de Gestão Fiscal,FIRJAN,Índice,2021,0.88,0.56,0.6,0.76,0.85,0.76,0.7,0.92,0.88,0.94,"0,82","0,3",0,"0,94","0,81","0,76","0,91","0,82","0,72","0,83",0,"0,74","0,59","0,7","0,79","0,65","0,65","0,52","0,58","0,53","0,63","0,88","0,75","0,79","0,79","0,75","0,76","0,66","0,81","0,75","0,7","0,87","0,79","0,82","0,52","0,67","0,87","0,76","0,78","0,54","0,87","0,92","0,87","0,39","0,94","0,73","0,67","0,25","0,89","0,65",0,"0,93","0,76","0,86","0,87","0,84","0,75","0,63","0,74","0,83","0,82","0,57","0,66",0,"0,72","0,59","0,94","0,8","0,53","0,44","0,88","0,71","0,88","0,8","0,75","0,62","0,73","0,59","0,69","0,77","0,78","0,81","0,75","0,93","0,75","0,7","0,76","0,63","0,74","0,75","0,98","0,59","0,67","0,71","0,79","0,66","0,95","0,61","0,84","0,85","0,78"
Ambiente Regulatório,Tributação,Alíquota Interna do ICMS,SICONFI e IBGE,% do PIB estadual,2021 e 2018,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,"8,02%","6,80%","4,43%","10,64%","9,93%","10,42%","12,07%","8,43%","10,69%","11,48%","9,50%","9,86%","8,02%","8,02%","10,21%","6,80%","9,88%","6,80%","11,90%","9,57%","10,80%","8,02%","11,03%","6,80%","8,02%","8,02%","8,02%","10,69%","10,42%","8,02%","8,02%","10,42%","9,50%","10,64%","19,59%","8,99%","11,48%","8,43%","10,42%","13,94%","9,50%","11,21%","9,86%","7,32%","6,80%","8,99%","6,80%","6,80%","11,21%","8,02%","6,80%","8,02%","8,02%","10,42%","10,98%","8,43%","8,02%","8,02%","8,02%","10,87%","10,42%","11,03%","8,02%","8,02%","11,48%","10,69%","11,21%","8,02%","8,02%","8,02%","11,21%","10,69%","9,93%","8,99%","10,69%","8,43%","8,02%","9,86%","9,86%","10,64%","10,42%","10,42%","10,69%","8,02%","8,43%","8,43%","8,02%","8,02%","15,68%","8,02%","10,64%","9,50%","6,80%","9,57%","8,02%","8,02%","19,59%","8,02%","9,50%","9,86%","9,86%"
Ambiente Regulatório,Tributação,Alíquota Interna do IPTU,SICONFI e IBGE,% do PIB estadual,2021 e 2018,0,0,2.92,0,0,0,0.2,0,0,0,"1,75%","1,16%","0,46%","1,37%","1,01%","1,69%","0,38%","1,11%","1,04%","1,59%","0,68%","1,10%","0,99%","1,62%","0,35%","0,44%","0,75%","0,28%","1,81%","0,99%","0,51%","0,98%","0,57%","0,56%","0,71%","1,14%","1,22%","0,91%","0,30%","0,47%","0,59%","1,45%","1,51%","0,70%","1,11%","0,61%","1,13%","1,93%","1,11%","0,21%","0,27%","0,33%","0,58%","0,12%","1,02%","1,85%","0,31%","0,37%","0,80%","0,67%","0,44%","1,40%","1,44%","0,32%","0,42%","1,52%","2,28%","1,29%","0,44%","0,49%","0,46%","0,39%","0,58%","1,22%","0,76%","0,62%","0,21%","1,05%","0,83%","3,79%","0,44%","0,70%","0,22%","0,79%","0,39%","0,53%","1,21%","0,53%","1,33%","0,63%","0,70%","0,45%","0,79%","6,29%","0,69%","0,26%","5,78%","0,69%","0,76%","0,89%","0,66%","0,08%","0,92%","0,51%","1,09%","1,09%","0,63%","0,60%","0,10%","0,36%","0,70%"
Ambiente Regulatório,Tributação,Alíquota Interna do ISS,SICONFI e IBGE,% do PIB estadual,2021 e 2018,0,0,0.39,0.70,0,0,02.06,3.82,0.52,5.43,"3,07%","1,89%","0,81%","2,06%","1,53%","1,97%","1,02%","1,82%","1,83%","1,65%","1,55%","1,45%","0,92%","2,17%","2,11%","0,57%","1,39%","0,83%","1,44%","1,66%","1,38%","1,16%","1,40%","0,75%","0,88%","1,77%","1,08%","0,85%","0,95%","1,44%","1,36%","0,71%","1,91%","0,86%","1,71%","0,91%","0,75%","1,40%","1,09%","0,89%","0,89%","0,90%","0,83%","0,62%","0,78%","1,89%","0,46%","0,36%","1,80%","0,74%","0,49%","1,41%","1,16%","0,46%","0,92%","1,63%","3,70%","0,71%","0,73%","1,01%","1,01%","0,82%","0,81%","0,00%","0,71%","1,25%","0,93%","0,96%","0,82%","0,89%","2,47%","0,96%","0,88%","1,29%","1,07%","0,88%","1,00%","0,54%","0,85%","1,13%","0,57%","0,73%","0,78%","0,96%","1,19%","0,60%","2,32%","0,64%","1,66%","0,89%","0,60%","1,09%","0,73%","1,25%","0,64%","1,00%","0,79%","0,59%","1,35%","0,49%","0,99%"
Ambiente Regulatório,Tributação,Índice de Tributação,,,,0,0,0,0,0,0,"0,00",0,0,0,"5,4404","4,8742","7,0036","5,2996","5,3731","4,8377","6,0903","5,6485","4,8474","4,9578","3,4401","5,2093","5,8087","5,2933","5,6109","7,6041","5,1343","7,0141","4,3106","4,6645","5,0827","6,3303","5,2831","7,356","6,5251","5,6143","6,0243","5,4217","6,4122","6,1123","5,905","6,1912","5,1792","5,9523","3,383","5,9295","5,9648","5,5636","5,4599","5,6447","6,9478","6,511","6,3689","8,3842","7,4547","5,1096","8,4015","7,8259","5,2889","6,411","6,2046","6,2095","5,915","7,7607","6,2031","5,6984","5,1475","6,2114","6,9123","5,9234","6,0304","5,6023","6,3823","2,9542","5,7673","4,9692","7,0401","6,3072","5,849","5,2503","5,4012","5,4988","7,177","5,8044","5,811","6,069","6,0406","6,4348","5,5852","5,5462","6,5441","6,4401","5,8257","6,4219","5,9464","7,443","5,2796","6,5776","4,387","6,3316","6,9494","8,5098","6,8848","5,622","6,8493","5,8667","5,501","6,7377","8,2524","7,5926","5,8299"
Fator 1,,,,,,0,0,0,0,0,0,"0,00",0,0,0,"3,022","0,5776","1,243","0,0133","-0,4105","1,7234","-0,7275","1,8936","1,1752","-0,2416","0,1374","2,2829","0,0977","1,7","-0,1804","-1,6419","-0,5797","-0,606","0,0916","0,5804","0,0663","1,1156","0,201","-0,9734","1,0808","0,84","0,6007","-1,6671","0,2068","1,5302","1,1769","-0,9209","-0,5682","-0,7532","0,271","0,9793","-1,4967","0,2","0,6461","-0,3237","-1,253","-0,4475","0,8224","-1,0979","1,0075","2,4393","-1,8584","-0,5058","0,3241","-0,5237","-1,1226","0,625","0,265","-0,692","-0,6247","0,4299","0,5964","0,2584","1,0188","-0,838","-0,4133","0,6824","1,1092","-0,4128","-1,0067","-0,515","-1,2061","0,783","-0,3197","-0,8999","1,3849","-0,7918","-2,0474","0,788","-0,847","0,3038","0,2213","-0,0117","0,4485","-1,0107","-1,7366","-0,3098","-1,2353","-0,8907","0,1143","-0,2191","-0,1929","0,4487","0,1834","1,7386","-0,4991","-1,4472","-0,5728","-0,1556","0,0137","-0,0773","-0,7675","-0,905","-1,4311","-0,5594","1,0767"
Fator 2,,,,,,0,0,0,0,0,0,"0,00",0,0,0,"2,4354","1,9608","1,0388","0,0931","0,5556","-0,5281","0,8843","0,8506","-1,3915","2,034","-1,7198","-0,6058","-0,234","-0,4693","-0,1347","1,4269","-1,0763","0,2614","-0,9258","-1,4677","-1,2136","0,5629","-1,0778","0,4538","0,0391","0,2737","-0,0945","0,4097","-0,4896","1,0227","-0,5069","0,8133","0,1613","-0,6648","-0,9266","2,0645","1,48","0,7592","-1,447","0,0267","-0,6687","0,7482","-0,0581","1,2916","2,1742","0,7583","0,723","0,3311","-0,7563","0,5365","-0,9942","-0,5217","0,5049","0,7773","1,2425","0,5019","0,1223","0,1365","0,5827","-1,1504","-1,2925","-2,1321","0,2349","-2,7209","1,0072","-0,7943","0,36","-0,3919","-0,8998","-1,1466","-0,6057","-1,5377","0,6084","1,1845","-1,1737","0,5666","-0,4735","-0,2028","-1,2494","-1,4816","-0,2443","0,0017","0,3772","0,8122","0,6311","1,4718","0,4863","-0,8061","-1,1125","-0,3279","0,0767","0,3744","0,3629","-1,4681","0,5346","-0,6209","-0,2188","0,1022","1,3327","0,5154","-1,0554"
Fator 3,,,,,,0,0,0,0,0,0,"0,00",0,0,0,"-0,8279","0,4559","1,1169","-0,0192","0,1252","0,1672","0,9823","0,3307","0,1851","0,6081","1,245","0,2019","-3,015","-0,3988","1,1594","-0,3182","1,506","-0,3783","0,5186","0,8901","1,3531","-0,2293","1,0466","0,1474","0,2437","0,1324","0,0956","-0,3479","-0,2798","-0,3025","-0,2883","0,0101","1,4542","0,5507","0,9607","0,4067","0,4867","0,1174","-0,3843","0,9653","1,3811","0,4948","0,4468","2,3934","-0,0163","0,9786","-0,908","-2,0236","1,2636","-1,2224","-0,284","-1,9308","-0,3588","-0,5329","2,4689","0,3056","-0,7841","0,0021","0,4518","1,3888","-0,1412","0,9627","-0,4456","-2,5413","0,1896","-0,351","-2,2079","-0,3817","-1,7146","-1,1516","-1,5152","0,7258","-0,8436","0,0794","0,8448","-0,8915","0,0964","-0,3343","-0,0732","0,0017","-0,9129","-0,8432","-0,3283","-0,0387","0,071","-0,4023","-1,338","-0,2486","2,3924","-1,1343","-0,2011","1,4473","-0,2606","0,7479","-0,8682","-1,6015","-0,1819","-1,5622","0,5863","-0,2652","0,4463"
ICE 2023,,,,,,0,0,0,0,0,0,"0,00",0,0,0,"8,6728","7,7287","7,9622","6,0504","6,1561","6,7867","6,6577","7,7753","5,9819","7,3859","5,8052","7,0848","4,1806","6,4803","6,4874","5,6922","5,9134","5,5827","5,8177","6,0016","6,1188","6,8367","6,098","5,7851","6,7873","6,7195","6,3475","5,0732","5,6752","7,2993","6,2203","5,9437","6,6046","5,4993","6,1761","7,9922","6,2714","6,6216","5,3157","6,3858","5,6879","6,4593","6,6992","7,4937","7,8276","8,4111","4,8202","4,7308","6,48","5,3017","4,6139","4,9449","6,2373","5,7416","7,7821","6,7144","5,9622","6,2292","7,1855","5,6538","4,9337","5,7188","6,5187","2,7236","6,1098","5,0414","4,2368","6,0055","4,306","4,1536","5,575","5,0741","4,6821","7,1847","5,3211","5,9878","5,91","5,6831","5,4953","4,562","4,3292","5,3353","5,315","5,9323","6,4714","6,4909","5,3969","5,6502","6,8449","6,1596","5,64","6,2162","5,7284","5,4944","5,8153","4,6723","5,3255","4,6345","6,2817","5,8215","6,2699"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
